r,g,b,counts
3.6710398945804448,3.902137869995289,2.6896072333742866,97092.0
93.22272447640248,40.15901249097222,41.4761013186401,37398.0
47.87318315768493,50.17361770141036,174.17266869787096,20019.0
71.31127308066002,122.366666666663,74.74703595724016,10280.0
138.68888888889376,75.02466422466289,102.80854700854773,8204.0
236.87017099429852,234.35085497149976,237.2875237492111,1580.0
